time,cell_fraction_regularized
95.0,0.6563895596943332
95.25,0.6558271858149459
95.5,0.6549009229547785
95.75,0.6538754176453074
96.0,0.6530153164180091
96.25,0.6523537000893181
96.5,0.6516920837606271
96.75,0.6512620331469781
97.0,0.6505011743689835
97.25,0.6498395580402925
97.5,0.6491117800787324
97.75,0.6484170829336068
98.0,0.6477223857884813
98.25,0.6468292037447484
98.5,0.646266829865361
98.75,0.6458367792517119
99.0,0.644943597207979
99.25,0.6445466274107645
99.5,0.6441496576135499
99.75,0.644215819246419
100.0,0.6444473849614608
100.25,0.6446458698600681
100.5,0.6453405670051936
100.75,0.6449105163915445
101.0,0.6444143041450263
101.25,0.6438519302656389
101.5,0.6437857686327698
101.75,0.6436865261834662
102.0,0.6437196069999007
102.25,0.6434880412848589
102.5,0.6433887988355552
102.75,0.6434218796519898
103.0,0.643554202917728
103.25,0.6436534453670316
103.5,0.643256475569817
103.75,0.6434218796519898
104.0,0.6434880412848589
104.25,0.643554202917728
104.5,0.643554202917728
104.75,0.6437526878163353
105.0,0.6441496576135499
105.25,0.644215819246419
105.5,0.6445135465943299
105.75,0.6444143041450263
106.0,0.6439511727149425
106.25,0.6433887988355552
106.5,0.6429256674054715
106.75,0.6423963743425188
107.0,0.6417016771973932
107.25,0.6413047074001786
107.5,0.6408084951536603
107.75,0.6403784445400112
108.0,0.6396506665784512
108.25,0.6391213735154984
108.5,0.638558999636111
108.75,0.6387905653511529
109.0,0.6393529392305402
109.25,0.6399153131099276
109.5,0.6403453637235766
109.75,0.6402792020907075
110.0,0.6403122829071421
110.25,0.6402792020907075
110.5,0.6400476363756658
110.75,0.6397829898441894
111.0,0.6389559694333256
111.25,0.638195110655331
111.5,0.6374011710609018
111.75,0.6367395547322108
112.0,0.6358463726884779
112.25,0.6350193522776142
112.5,0.6338946045188395
112.75,0.6325052102285884
113.0,0.6309834926725991
113.25,0.6298587449138244
113.5,0.6291971285851334
113.75,0.6284031889907042
114.0,0.6274438453141024
114.25,0.6266168249032386
114.5,0.6257898044923749
114.75,0.6246650567336002
115.0,0.6234741473419564
115.25,0.6222832379503126
115.5,0.6213238942737107
115.75,0.6207615203943233
116.0,0.6203976314135433
116.25,0.6204968738628469
116.5,0.620563035495716
116.75,0.6203976314135433
117.0,0.6202322273313705
117.25,0.6197360150848523
117.5,0.6193721261040722
117.75,0.6186443481425121
118.0,0.6180819742631248
118.25,0.6174865195673028
118.5,0.6168579840550464
118.75,0.6153031856826227
119.0,0.6139799530252407
119.25,0.6128221244500314
119.5,0.6117966191405604
119.75,0.610870356280393
120.0,0.6098779317873565
120.25,0.6089185881107546
120.5,0.6077938403519798
120.75,0.6065036885110324
121.0,0.6056766681001687
121.25,0.604915809322174
121.5,0.6041218697277448
121.75,0.6034602533990538
122.0,0.6028978795196666
122.25,0.6024016672731483
122.5,0.6023024248238447
122.75,0.6022362631909756
123.0,0.6021701015581065
123.25,0.6016738893115882
123.5,0.6013100003308082
123.75,0.6008799497171591
124.0,0.6007476264514208
124.25,0.6006083388032754
124.5,0.6004257590482739
124.75,0.6005638441378955
125.0,0.6006720131567133
125.25,0.600825463666561
125.5,0.600627332573477
125.75,0.6004168182870753
126.0,0.600192722433809
126.25,0.5993802860387927
126.5,0.598466190835245
126.75,0.5975813197355424
127.0,0.5967779284792748
127.25,0.5959636314593474
127.5,0.5950841906778259
127.75,0.5947379447991442
128.0,0.5945341861471923
128.25,0.5944321978593704
128.5,0.5944465185591257
