time,cell_fraction_regularized
93.0,0.8831739006282125
93.25,0.8811393489434609
93.5,0.8787478583666477
93.75,0.8764634494574529
94.0,0.8747144488863506
94.25,0.8727869788692175
94.5,0.8710736721873216
94.75,0.8698243860651057
95.0,0.8694317532838379
95.25,0.8687892632781268
95.5,0.867325813820674
95.75,0.8657195888063964
96.0,0.8641133637921189
96.25,0.8619360365505426
96.5,0.8601156482010279
96.75,0.8582238720731011
97.0,0.8566176470588236
97.25,0.855011422044546
97.5,0.8533695031410623
97.75,0.851798972015991
98.0,0.8502998286693317
98.25,0.8489434608794975
98.5,0.8477298686464877
98.75,0.8470516847515706
99.0,0.8467661336379213
99.25,0.846052255853798
99.5,0.8448386636207882
99.75,0.8436607652769845
100.0,0.8424471730439749
100.25,0.8414477441462023
100.5,0.8404483152484294
100.75,0.8395202741290692
101.0,0.838877784123358
101.25,0.8380568246716162
101.5,0.836736150770988
101.75,0.8352370074243289
102.0,0.83373786407767
102.25,0.8316319246145061
102.5,0.829704454597373
102.75,0.8275628212450029
103.0,0.8260636778983439
103.25,0.8251713306681897
103.5,0.8242789834380355
103.75,0.8233866362078813
104.0,0.8219588806396346
104.25,0.8205311250713879
104.5,0.8188892061679041
104.75,0.8167832667047402
105.0,0.814427470017133
105.25,0.8123572244431754
105.5,0.8112507138777842
105.75,0.8100728155339806
106.0,0.808466590519703
106.25,0.8075385494003428
106.5,0.8065034266133638
106.75,0.805896630496859
107.0,0.8048972015990863
107.25,0.8038977727013135
107.5,0.8031125071387779
107.75,0.802077384351799
108.0,0.8012564249000572
108.25,0.8002926898914906
108.5,0.7993289548829241
108.75,0.7983652198743575
109.0,0.7970445459737293
109.25,0.795902341519132
109.5,0.7946887492861223
109.75,0.7935108509423187
110.0,0.792511422044546
110.25,0.7914049114791547
110.5,0.7900485436893204
110.75,0.7887635636778985
111.0,0.7873715019988579
111.25,0.7857295830953742
111.5,0.784444603083952
111.75,0.7832310108509424
112.0,0.7817318675042833
